20:46:20.121 -> Adafruit MPU6050 test!
20:46:21.623 -> Adafruit MPU6050 test!
20:46:21.879 -> MPU6050 Found!
20:46:21.879 -> Accelerometer range set to: +-8G
20:46:21.879 -> Gyro range set to: +- 500 deg/s
20:46:21.879 -> Filter bandwidth set to: 21 Hz
20:46:21.925 -> 
20:46:21.990 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:24.472 -> Acceleration X: -0.20, Y: -6.11, Z: -8.32 m/s^2
20:46:24.472 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.472 -> Acceleration X: -0.20, Y: -6.11, Z: -8.33 m/s^2
20:46:24.472 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.472 -> Acceleration X: -0.19, Y: -6.11, Z: -8.32 m/s^2
20:46:24.472 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.472 -> Acceleration X: -0.19, Y: -6.11, Z: -8.35 m/s^2
20:46:24.472 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.472 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:24.507 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.507 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:24.507 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.507 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:24.507 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:24.507 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:24.507 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.22, Y: -6.13, Z: -8.36 m/s^2
20:46:24.540 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.18, Y: -6.11, Z: -8.34 m/s^2
20:46:24.540 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.17, Y: -6.14, Z: -8.34 m/s^2
20:46:24.540 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.17, Y: -6.14, Z: -8.34 m/s^2
20:46:24.540 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.18, Y: -6.14, Z: -8.33 m/s^2
20:46:24.540 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.540 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:24.574 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.574 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:24.574 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.574 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:24.574 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.574 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:24.574 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.574 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:24.606 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.606 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:24.606 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:24.606 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.641 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.641 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.641 -> Acceleration X: -0.19, Y: -6.14, Z: -8.37 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.641 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.641 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:24.641 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.21, Y: -6.15, Z: -8.32 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.18, Y: -6.15, Z: -8.34 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.19, Y: -6.16, Z: -8.31 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.19, Y: -6.14, Z: -8.32 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:24.705 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.705 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:24.738 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.738 -> Acceleration X: -0.21, Y: -6.11, Z: -8.32 m/s^2
20:46:24.738 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.738 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:24.738 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.738 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:24.738 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.738 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:24.770 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.770 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:24.770 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.770 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:24.770 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.770 -> Acceleration X: -0.22, Y: -6.12, Z: -8.33 m/s^2
20:46:24.770 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.770 -> Acceleration X: -0.22, Y: -6.12, Z: -8.32 m/s^2
20:46:24.804 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.804 -> 

20:46:24.804 -> Acceleration X: -0.23, Y: -6.13, Z: -8.34 m/s^2
20:46:24.804 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.804 -> Acceleration X: -0.25, Y: -6.12, Z: -8.34 m/s^2
20:46:24.804 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.804 -> Acceleration X: -0.23, Y: -6.13, Z: -8.33 m/s^2
20:46:24.804 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.804 -> Acceleration X: -0.21, Y: -6.13, Z: -8.37 m/s^2
20:46:24.836 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.836 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:24.836 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.836 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:24.836 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.836 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:24.836 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.836 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:24.836 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.869 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:24.869 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.869 -> Acceleration X: -0.18, Y: -6.14, Z: -8.32 m/s^2
20:46:24.869 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.869 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:24.869 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.869 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:24.869 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.903 -> Acceleration X: -0.18, Y: -6.11, Z: -8.33 m/s^2
20:46:24.903 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.903 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:24.903 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.903 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:24.903 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.903 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:24.903 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.903 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:24.935 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.935 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:24.935 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.935 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:24.935 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.935 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:24.935 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.935 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:24.969 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.969 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:24.969 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.969 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:24.969 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.969 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:24.969 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:24.969 -> Acceleration X: -0.17, Y: -6.12, Z: -8.34 m/s^2
20:46:24.969 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.002 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.002 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.002 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.002 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.002 -> Acceleration X: -0.17, Y: -6.14, Z: -8.33 m/s^2
20:46:25.002 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.002 -> Acceleration X: -0.18, Y: -6.14, Z: -8.33 m/s^2
20:46:25.002 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.002 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:25.036 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.036 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.036 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.036 -> Acceleration X: -0.21, Y: -6.13, Z: -8.34 m/s^2
20:46:25.036 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.036 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:25.036 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.036 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.036 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.069 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:25.069 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.069 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.069 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.069 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.069 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.069 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:25.069 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.102 -> Acceleration X: -0.17, Y: -6.12, Z: -8.32 m/s^2
20:46:25.102 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.102 -> Acceleration X: -0.19, Y: -6.11, Z: -8.31 m/s^2
20:46:25.102 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.102 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:25.102 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.102 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:25.102 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.102 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.138 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.138 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:25.138 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.138 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.138 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.138 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:25.138 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.138 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:25.169 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.169 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.169 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.169 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.169 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.169 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:25.169 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.169 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:25.203 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.203 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.203 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.203 -> Acceleration X: -0.21, Y: -6.13, Z: -8.33 m/s^2
20:46:25.203 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.203 -> Acceleration X: -0.22, Y: -6.14, Z: -8.34 m/s^2
20:46:25.203 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.203 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:25.203 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.236 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:25.236 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.236 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:25.236 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.236 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:25.236 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.236 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.236 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.268 -> Acceleration X: -0.21, Y: -6.14, Z: -8.34 m/s^2
20:46:25.268 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.268 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:25.268 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.268 -> Acceleration X: -0.21, Y: -6.12, Z: -8.35 m/s^2
20:46:25.268 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.268 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:25.268 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.268 -> Acceleration X: -0.18, Y: -6.12, Z: -8.36 m/s^2
20:46:25.302 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.302 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:25.302 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.302 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:25.302 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.302 -> Acceleration X: -0.17, Y: -6.14, Z: -8.34 m/s^2
20:46:25.302 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.302 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:25.302 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.337 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:25.337 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.337 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.337 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.337 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:25.337 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.337 -> Acceleration X: -0.21, Y: -6.11, Z: -8.34 m/s^2
20:46:25.337 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.337 -> Acceleration X: -0.21, Y: -6.10, Z: -8.34 m/s^2
20:46:25.368 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.368 -> Acceleration X: -0.21, Y: -6.13, Z: -8.34 m/s^2
20:46:25.368 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.368 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:25.368 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.368 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:25.368 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.368 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.402 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.402 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.402 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.402 -> Acceleration X: -0.19, Y: -6.13, Z: -8.37 m/s^2
20:46:25.402 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.402 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:25.402 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.402 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:25.402 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.435 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:25.435 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.435 -> Acceleration X: -0.20, Y: -6.16, Z: -8.35 m/s^2
20:46:25.435 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.435 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:25.435 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.435 -> Acceleration X: -0.22, Y: -6.14, Z: -8.35 m/s^2
20:46:25.435 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.468 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:25.468 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.468 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:25.468 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.468 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:25.468 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.468 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:25.468 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.468 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.502 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.502 -> 

20:46:25.502 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:25.502 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.502 -> Acceleration X: -0.20, Y: -6.15, Z: -8.35 m/s^2
20:46:25.502 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.502 -> Acceleration X: -0.21, Y: -6.14, Z: -8.35 m/s^2
20:46:25.502 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.502 -> Acceleration X: -0.21, Y: -6.13, Z: -8.33 m/s^2
20:46:25.535 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.535 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:25.535 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.535 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:25.535 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.535 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:25.535 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.535 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:25.535 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.535 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:25.568 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.568 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:25.568 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.568 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:25.568 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.568 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:25.568 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.568 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:25.610 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.610 -> Acceleration X: -0.21, Y: -6.13, Z: -8.32 m/s^2
20:46:25.610 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.610 -> Acceleration X: -0.21, Y: -6.12, Z: -8.32 m/s^2
20:46:25.610 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.610 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:25.610 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.610 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:25.610 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.644 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:25.644 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.644 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:25.644 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.644 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:25.644 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.644 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:25.644 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.688 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:25.688 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.688 -> Acceleration X: -0.19, Y: -6.12, Z: -8.38 m/s^2
20:46:25.688 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.21, Y: -6.15, Z: -8.37 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:25.721 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.20, Y: -6.13, Z: -8.38 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:25.721 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:25.721 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
